,FIPS Code,State,Area name,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2013-17"
1920,36101,NY,Steuben County,9186.0,11775.0,15382.0
1921,36103,NY,Suffolk County,196295.0,258864.0,360196.0
1922,36105,NY,Sullivan County,6643.0,8367.0,12438.0
1923,36107,NY,Tioga County,5981.0,6733.0,8591.0
1924,36109,NY,Tompkins County,21140.0,25187.0,31615.0
1925,36111,NY,Ulster County,23733.0,30137.0,40691.0
1926,36113,NY,Warren County,7480.0,10081.0,13955.0
1927,36115,NY,Washington County,4402.0,5852.0,8856.0
1928,36117,NY,Wayne County,7888.0,10513.0,13885.0
1929,36119,NY,Westchester County,213464.0,256924.0,318873.0
1930,36121,NY,Wyoming County,2633.0,3390.0,4520.0
1931,36123,NY,Yates County,2201.0,2855.0,3975.0
1932,37000,NC,North Carolina,739049.0,1186713.0,2025716.0
1933,37001,NC,Alamance County,10569.0,16629.0,24339.0
1934,37003,NC,Alexander County,1407.0,2113.0,3685.0
1935,37005,NC,Alleghany County,610.0,914.0,1510.0
1936,37007,NC,Anson County,1094.0,1547.0,1669.0
1937,37009,NC,Ashe County,1262.0,2141.0,3944.0
1938,37011,NC,Avery County,1170.0,1749.0,2677.0
1939,37013,NC,Beaufort County,3019.0,4943.0,6639.0
1940,37015,NC,Bertie County,1034.0,1159.0,1802.0
1941,37017,NC,Bladen County,1414.0,2413.0,3530.0
1942,37019,NC,Brunswick County,3732.0,8450.0,26690.0
1943,37021,NC,Buncombe County,22909.0,36287.0,70716.0
1944,37023,NC,Burke County,5326.0,7653.0,10609.0
1945,37025,NC,Cabarrus County,8015.0,16574.0,38790.0
1946,37027,NC,Caldwell County,4134.0,5562.0,8681.0
1947,37029,NC,Camden County,404.0,773.0,1291.0
1948,37031,NC,Carteret County,5796.0,8623.0,13742.0
1949,37033,NC,Caswell County,917.0,1343.0,2272.0
1950,37035,NC,Catawba County,11012.0,16126.0,23065.0
1951,37037,NC,Chatham County,5237.0,9631.0,20033.0
1952,37039,NC,Cherokee County,1111.0,1950.0,4012.0
1953,37041,NC,Chowan County,1108.0,1576.0,1989.0
1954,37043,NC,Clay County,628.0,1013.0,1893.0
1955,37045,NC,Cleveland County,6135.0,8403.0,10968.0
1956,37047,NC,Columbus County,2886.0,3624.0,4925.0
1957,37049,NC,Craven County,7382.0,10987.0,16319.0
1958,37051,NC,Cumberland County,25166.0,33769.0,49477.0
1959,37053,NC,Currituck County,751.0,1641.0,4091.0
1960,37055,NC,Dare County,3379.0,6008.0,7841.0
1961,37057,NC,Davidson County,8366.0,12774.0,20666.0
1962,37059,NC,Davie County,2791.0,4197.0,6821.0
1963,37061,NC,Duplin County,1702.0,3317.0,4283.0
1964,37063,NC,Durham County,38910.0,57728.0,96799.0
1965,37065,NC,Edgecombe County,2844.0,3037.0,4264.0
1966,37067,NC,Forsyth County,42535.0,58524.0,82982.0
1967,37069,NC,Franklin County,2186.0,4157.0,9212.0
1968,37071,NC,Gaston County,12137.0,18094.0,30064.0
1969,37073,NC,Gates County,448.0,743.0,1301.0
1970,37075,NC,Graham County,478.0,631.0,857.0
1971,37077,NC,Granville County,2446.0,4248.0,8576.0
1972,37079,NC,Greene County,896.0,1009.0,1449.0
1973,37081,NC,Guilford County,55912.0,83444.0,120356.0
1974,37083,NC,Halifax County,3008.0,4185.0,5105.0
1975,37085,NC,Harnett County,3964.0,7298.0,16696.0
1976,37087,NC,Haywood County,4238.0,6320.0,10894.0
1977,37089,NC,Henderson County,9685.0,15696.0,25886.0
1978,37091,NC,Hertford County,1516.0,1666.0,2581.0
1979,37093,NC,Hoke County,1109.0,2178.0,6094.0
1980,37095,NC,Hyde County,279.0,443.0,286.0
1981,37097,NC,Iredell County,7257.0,14296.0,31154.0
1982,37099,NC,Jackson County,3182.0,5326.0,8138.0
1983,37101,NC,Johnston County,5929.0,12751.0,26568.0
1984,37103,NC,Jones County,497.0,665.0,1023.0
1985,37105,NC,Lee County,3831.0,5517.0,8426.0
1986,37107,NC,Lenoir County,4272.0,5304.0,5405.0
1987,37109,NC,Lincoln County,3441.0,5606.0,11517.0
1988,37111,NC,McDowell County,1924.0,2614.0,5132.0
1989,37113,NC,Macon County,2249.0,3543.0,5682.0
1990,37115,NC,Madison County,1264.0,2160.0,3935.0
1991,37117,NC,Martin County,1541.0,1977.0,2633.0
1992,37119,NC,Mecklenburg County,93633.0,168957.0,303197.0
1993,37121,NC,Mitchell County,925.0,1381.0,2027.0
1994,37123,NC,Montgomery County,1162.0,1778.0,2650.0
1995,37125,NC,Moore County,8177.0,14322.0,24440.0
1996,37127,NC,Nash County,6833.0,9913.0,13098.0
1997,37129,NC,New Hanover County,16541.0,33340.0,58164.0
1998,37131,NC,Northampton County,1207.0,1644.0,1930.0
1999,37133,NC,Onslow County,9776.0,11121.0,20542.0
2000,37135,NC,Orange County,25241.0,35799.0,50385.0
2001,37137,NC,Pamlico County,912.0,1369.0,1904.0
2002,37139,NC,Pasquotank County,2772.0,3641.0,5409.0
2003,37141,NC,Pender County,2247.0,3872.0,10373.0
2004,37143,NC,Perquimans County,621.0,983.0,1987.0
2005,37145,NC,Person County,1516.0,2525.0,4222.0
2006,37147,NC,Pitt County,13656.0,20866.0,32579.0
2007,37149,NC,Polk County,2120.0,3515.0,4996.0
2008,37151,NC,Randolph County,6415.0,9681.0,15018.0
2009,37153,NC,Richmond County,2231.0,3028.0,4357.0
2010,37155,NC,Robeson County,6757.0,8524.0,10963.0
2011,37157,NC,Rockingham County,5080.0,6857.0,9621.0
2012,37159,NC,Rowan County,8599.0,12242.0,17453.0
2013,37161,NC,Rutherford County,3681.0,5344.0,8196.0
2014,37163,NC,Sampson County,2459.0,4294.0,5296.0
2015,37165,NC,Scotland County,2736.0,3596.0,3742.0
2016,37167,NC,Stanly County,3169.0,4934.0,6996.0
2017,37169,NC,Stokes County,1775.0,2846.0,4686.0
2018,37171,NC,Surry County,3894.0,5904.0,8367.0
2019,37173,NC,Swain County,732.0,1213.0,1477.0
2020,37175,NC,Transylvania County,3111.0,4975.0,7482.0
2021,37177,NC,Tyrrell County,191.0,300.0,245.0
2022,37179,NC,Union County,6833.0,16819.0,47757.0
2023,37181,NC,Vance County,2314.0,2935.0,3592.0
2024,37183,NC,Wake County,95753.0,177029.0,345121.0
2025,37185,NC,Warren County,828.0,1575.0,2280.0
2026,37187,NC,Washington County,772.0,1054.0,778.0
2027,37189,NC,Watauga County,5452.0,7958.0,12571.0
2028,37191,NC,Wayne County,8428.0,10925.0,16211.0
2029,37193,NC,Wilkes County,3468.0,5135.0,7521.0
2030,37195,NC,Wilson County,6048.0,7240.0,10334.0
2031,37197,NC,Yadkin County,1482.0,2562.0,3194.0
2032,37199,NC,Yancey County,1058.0,1668.0,2571.0
2033,38000,ND,North Dakota,71639.0,89843.0,140270.0
2034,38001,ND,Adams County,244.0,312.0,462.0
2035,38003,ND,Barnes County,1263.0,1720.0,1996.0
2036,38005,ND,Benson County,381.0,426.0,604.0
2037,38007,ND,Billings County,86.0,121.0,165.0
2038,38009,ND,Bottineau County,765.0,741.0,1019.0
2039,38011,ND,Bowman County,334.0,409.0,542.0
2040,38013,ND,Burke County,187.0,202.0,296.0
2041,38015,ND,Burleigh County,9389.0,12810.0,21937.0
2042,38017,ND,Cass County,16332.0,23337.0,40872.0
2043,38019,ND,Cavalier County,525.0,454.0,522.0
2044,38021,ND,Dickey County,638.0,632.0,961.0
2045,38023,ND,Divide County,269.0,231.0,354.0
2046,38025,ND,Dunn County,257.0,389.0,697.0
2047,38027,ND,Eddy County,227.0,308.0,380.0
2048,38029,ND,Emmons County,300.0,383.0,393.0
2049,38031,ND,Foster County,322.0,508.0,567.0
2050,38033,ND,Golden Valley County,209.0,253.0,276.0
2051,38035,ND,Grand Forks County,10104.0,10405.0,13865.0
2052,38037,ND,Grant County,219.0,228.0,329.0
2053,38039,ND,Griggs County,277.0,313.0,378.0
2054,38041,ND,Hettinger County,289.0,284.0,281.0
2055,38043,ND,Kidder County,252.0,218.0,334.0
2056,38045,ND,LaMoure County,455.0,457.0,681.0
2057,38047,ND,Logan County,189.0,219.0,197.0
2058,38049,ND,McHenry County,430.0,552.0,814.0
2059,38051,ND,McIntosh County,283.0,255.0,360.0
2060,38053,ND,McKenzie County,559.0,573.0,1825.0
2061,38055,ND,McLean County,822.0,1001.0,1311.0
2062,38057,ND,Mercer County,690.0,831.0,1392.0
2063,38059,ND,Morton County,2036.0,2812.0,5486.0
2064,38061,ND,Mountrail County,579.0,673.0,1367.0
2065,38063,ND,Nelson County,341.0,481.0,463.0
2066,38065,ND,Oliver County,157.0,168.0,262.0
2067,38067,ND,Pembina County,808.0,969.0,1038.0
2068,38069,ND,Pierce County,466.0,486.0,484.0
2069,38071,ND,Ramsey County,1354.0,1531.0,1961.0
2070,38073,ND,Ransom County,451.0,642.0,724.0
2071,38075,ND,Renville County,209.0,301.0,280.0
2072,38077,ND,Richland County,1433.0,1668.0,2342.0
2073,38079,ND,Rolette County,778.0,1091.0,1731.0
2074,38081,ND,Sargent County,296.0,379.0,527.0
2075,38083,ND,Sheridan County,126.0,124.0,156.0
2076,38085,ND,Sioux County,177.0,214.0,401.0
2077,38087,ND,Slope County,61.0,86.0,135.0
2078,38089,ND,Stark County,2074.0,3177.0,4723.0
2079,38091,ND,Steele County,230.0,303.0,361.0
2080,38093,ND,Stutsman County,2426.0,2874.0,3493.0
2081,38095,ND,Towner County,311.0,332.0,297.0
2082,38097,ND,Traill County,1000.0,1207.0,1427.0
2083,38099,ND,Walsh County,1185.0,1133.0,1293.0
2084,38101,ND,Ward County,6435.0,7956.0,12025.0
2085,38103,ND,Wells County,473.0,509.0,699.0
2086,38105,ND,Williams County,1936.0,2155.0,4785.0
2087,39000,OH,Ohio,1175336.0,1563532.0,2148627.0
2088,39001,OH,Adams County,812.0,1286.0,2303.0
2089,39003,OH,Allen County,7856.0,9360.0,12246.0
2090,39005,OH,Ashland County,3824.0,5302.0,7124.0
2091,39007,OH,Ashtabula County,5719.0,7517.0,9196.0
2092,39009,OH,Athens County,7065.0,8113.0,10713.0
2093,39011,OH,Auglaize County,2717.0,4047.0,5716.0
2094,39013,OH,Belmont County,4391.0,5523.0,8155.0
2095,39015,OH,Brown County,1614.0,2403.0,3875.0
2096,39017,OH,Butler County,33138.0,48659.0,70800.0
2097,39019,OH,Carroll County,1348.0,1775.0,2444.0
2098,39021,OH,Champaign County,2244.0,2709.0,4289.0
2099,39023,OH,Clark County,11446.0,14178.0,17184.0
2100,39025,OH,Clermont County,13266.0,23557.0,38964.0
2101,39027,OH,Clinton County,2552.0,3627.0,4870.0
2102,39029,OH,Columbiana County,5998.0,8198.0,10410.0
2103,39031,OH,Coshocton County,1863.0,2366.0,3181.0
2104,39033,OH,Crawford County,2894.0,3035.0,4338.0
2105,39035,OH,Cuyahoga County,189818.0,235413.0,275155.0
2106,39037,OH,Darke County,2991.0,3548.0,5033.0
2107,39039,OH,Defiance County,3043.0,3624.0,4190.0
2108,39041,OH,Delaware County,11033.0,28978.0,67556.0
2109,39043,OH,Erie County,6910.0,9027.0,11990.0
2110,39045,OH,Fairfield County,10116.0,16660.0,27099.0
2111,39047,OH,Fayette County,1513.0,2037.0,3083.0
2112,39049,OH,Franklin County,159061.0,215180.0,321291.0
2113,39051,OH,Fulton County,2458.0,3539.0,4914.0
2114,39053,OH,Gallia County,2130.0,2352.0,3344.0
2115,39055,OH,Geauga County,13270.0,18795.0,24198.0
2116,39057,OH,Greene County,21804.0,28737.0,42631.0
2117,39059,OH,Guernsey County,2322.0,2690.0,3811.0
2118,39061,OH,Hamilton County,130654.0,159212.0,197239.0
2119,39063,OH,Hancock County,7769.0,9932.0,13930.0
2120,39065,OH,Hardin County,2160.0,2192.0,2982.0
2121,39067,OH,Harrison County,750.0,1004.0,1203.0
2122,39069,OH,Henry County,1882.0,2082.0,3267.0
2123,39071,OH,Highland County,1876.0,2550.0,3609.0
2124,39073,OH,Hocking County,1333.0,1838.0,2802.0
2125,39075,OH,Holmes County,1170.0,1736.0,2124.0
2126,39077,OH,Huron County,3235.0,4102.0,5382.0
2127,39079,OH,Jackson County,1504.0,2339.0,3514.0
2128,39081,OH,Jefferson County,4803.0,6137.0,7115.0
2129,39083,OH,Knox County,3844.0,5775.0,9000.0
2130,39085,OH,Lake County,24869.0,33645.0,44657.0
2131,39087,OH,Lawrence County,3235.0,4276.0,6178.0
2132,39089,OH,Licking County,10603.0,17504.0,28220.0
2133,39091,OH,Logan County,2373.0,3440.0,4685.0
2134,39093,OH,Lorain County,20903.0,30741.0,49633.0
2135,39095,OH,Lucas County,49393.0,61870.0,74544.0
2136,39097,OH,Madison County,2139.0,3473.0,5193.0
2137,39099,OH,Mahoning County,24653.0,30557.0,38145.0
2138,39101,OH,Marion County,4084.0,4927.0,6242.0
2139,39103,OH,Medina County,13829.0,24509.0,39068.0
2140,39105,OH,Meigs County,1074.0,1158.0,2133.0
2141,39107,OH,Mercer County,2034.0,3241.0,4473.0
2142,39109,OH,Miami County,8445.0,10715.0,15098.0
2143,39111,OH,Monroe County,689.0,886.0,1167.0
2144,39113,OH,Montgomery County,74462.0,83818.0,97112.0
2145,39115,OH,Morgan County,662.0,903.0,1361.0
2146,39117,OH,Morrow County,1233.0,1946.0,3242.0
2147,39119,OH,Muskingum County,5199.0,6899.0,9151.0
2148,39121,OH,Noble County,403.0,743.0,1160.0
2149,39123,OH,Ottawa County,3647.0,4618.0,6738.0
2150,39125,OH,Paulding County,862.0,1021.0,1828.0
2151,39127,OH,Perry County,1130.0,1492.0,2841.0
2152,39129,OH,Pickaway County,2821.0,4028.0,6836.0
2153,39131,OH,Pike County,1201.0,1719.0,2570.0
2154,39133,OH,Portage County,14580.0,19779.0,28529.0
2155,39135,OH,Preble County,1787.0,2835.0,4119.0
2156,39137,OH,Putnam County,1758.0,2780.0,4295.0
2157,39139,OH,Richland County,9425.0,10865.0,14561.0
2158,39141,OH,Ross County,4207.0,5600.0,8655.0
2159,39143,OH,Sandusky County,4154.0,4823.0,6220.0
2160,39145,OH,Scioto County,4380.0,5279.0,8065.0
2161,39147,OH,Seneca County,3694.0,4651.0,5683.0
2162,39149,OH,Shelby County,3074.0,3867.0,5518.0
2163,39151,OH,Stark County,34482.0,45397.0,58997.0
2164,39153,OH,Summit County,66385.0,91096.0,119093.0
2165,39155,OH,Trumbull County,17134.0,22132.0,27028.0
2166,39157,OH,Tuscarawas County,4986.0,7397.0,9667.0
2167,39159,OH,Union County,2466.0,4226.0,11236.0
2168,39161,OH,Van Wert County,1822.0,2326.0,3173.0
2169,39163,OH,Vinton County,336.0,496.0,941.0
2170,39165,OH,Warren County,13163.0,29301.0,62589.0
2171,39167,OH,Washington County,5346.0,6433.0,8059.0
2172,39169,OH,Wayne County,8671.0,12013.0,15932.0
2173,39171,OH,Williams County,2086.0,2751.0,3738.0
2174,39173,OH,Wood County,14014.0,18735.0,25694.0
2175,39175,OH,Wyandot County,1247.0,1487.0,2290.0
2176,40000,OK,Oklahoma,354969.0,446771.0,634364.0
2177,40001,OK,Adair County,1050.0,1247.0,1944.0
2178,40003,OK,Alfalfa County,795.0,679.0,906.0
2179,40005,OK,Atoka County,854.0,947.0,1407.0
2180,40007,OK,Beaver County,612.0,687.0,720.0
2181,40009,OK,Beckham County,1504.0,2008.0,2523.0
2182,40011,OK,Blaine County,927.0,1140.0,1180.0
2183,40013,OK,Bryan County,3422.0,4140.0,6759.0
2184,40015,OK,Caddo County,2170.0,2704.0,3298.0
2185,40017,OK,Canadian County,7745.0,11738.0,22944.0
2186,40019,OK,Carter County,3792.0,4566.0,6529.0
2187,40021,OK,Cherokee County,4357.0,5567.0,7193.0
2188,40023,OK,Choctaw County,701.0,1006.0,1280.0
2189,40025,OK,Cimarron County,332.0,367.0,333.0
2190,40027,OK,Cleveland County,26661.0,35464.0,55351.0
2191,40029,OK,Coal County,347.0,490.0,629.0
2192,40031,OK,Comanche County,11613.0,12846.0,16914.0
2193,40033,OK,Cotton County,396.0,622.0,646.0
2194,40035,OK,Craig County,977.0,1070.0,1498.0
2195,40037,OK,Creek County,4085.0,5098.0,7482.0
2196,40039,OK,Custer County,3160.0,3457.0,4510.0
2197,40041,OK,Delaware County,2088.0,3405.0,4971.0
2198,40043,OK,Dewey County,455.0,549.0,703.0
2199,40045,OK,Ellis County,432.0,561.0,614.0
2200,40047,OK,Garfield County,6461.0,7443.0,9154.0
2201,40049,OK,Garvin County,1799.0,2194.0,2875.0
2202,40051,OK,Grady County,3480.0,4209.0,6892.0
2203,40053,OK,Grant County,616.0,568.0,797.0
2204,40055,OK,Greer County,462.0,543.0,614.0
2205,40057,OK,Harmon County,258.0,266.0,440.0
2206,40059,OK,Harper County,384.0,481.0,609.0
2207,40061,OK,Haskell County,560.0,799.0,1115.0
2208,40063,OK,Hughes County,692.0,943.0,1170.0
2209,40065,OK,Jackson County,2786.0,3189.0,3434.0
2210,40067,OK,Jefferson County,317.0,497.0,535.0
2211,40069,OK,Johnston County,592.0,901.0,1226.0
2212,40071,OK,Kay County,5812.0,5678.0,5979.0
2213,40073,OK,Kingfisher County,1143.0,1450.0,2401.0
2214,40075,OK,Kiowa County,842.0,1032.0,1079.0
2215,40077,OK,Latimer County,710.0,805.0,1166.0
2216,40079,OK,Le Flore County,2645.0,3512.0,5004.0
2217,40081,OK,Lincoln County,1895.0,2309.0,3356.0
2218,40083,OK,Logan County,2597.0,4049.0,8338.0
2219,40085,OK,Love County,502.0,642.0,967.0
2220,40087,OK,McClain County,1934.0,2842.0,6043.0
2221,40089,OK,McCurtain County,1979.0,2361.0,2951.0
2222,40091,OK,McIntosh County,1248.0,1805.0,1961.0
2223,40093,OK,Major County,702.0,750.0,878.0
2224,40095,OK,Marshall County,732.0,1039.0,1634.0
2225,40097,OK,Mayes County,2335.0,3019.0,4262.0
2226,40099,OK,Murray County,1097.0,1276.0,1888.0
2227,40101,OK,Muskogee County,6135.0,6895.0,8702.0
2228,40103,OK,Noble County,920.0,1204.0,1861.0
2229,40105,OK,Nowata County,505.0,677.0,832.0
2230,40107,OK,Okfuskee County,625.0,731.0,996.0
2231,40109,OK,Oklahoma County,86492.0,106778.0,156899.0
2232,40111,OK,Okmulgee County,2058.0,2874.0,3772.0
2233,40113,OK,Osage County,3559.0,4296.0,5925.0
2234,40115,OK,Ottawa County,2082.0,2622.0,2892.0
2235,40117,OK,Pawnee County,1056.0,1328.0,1765.0
2236,40119,OK,Payne County,9941.0,12733.0,15962.0
2237,40121,OK,Pittsburg County,2821.0,3892.0,5103.0
2238,40123,OK,Pontotoc County,3872.0,4808.0,6967.0
2239,40125,OK,Pottawatomie County,4467.0,6367.0,8480.0
2240,40127,OK,Pushmataha County,574.0,974.0,1194.0
2241,40129,OK,Roger Mills County,258.0,378.0,508.0
2242,40131,OK,Rogers County,4525.0,7641.0,14117.0
2243,40133,OK,Seminole County,1587.0,1934.0,2291.0
2244,40135,OK,Sequoyah County,1855.0,2725.0,3888.0
2245,40137,OK,Stephens County,4185.0,4833.0,5288.0
2246,40139,OK,Texas County,1532.0,2084.0,2703.0
2247,40141,OK,Tillman County,757.0,769.0,786.0
2248,40143,OK,Tulsa County,76438.0,96696.0,128870.0
2249,40145,OK,Wagoner County,3576.0,5690.0,11702.0
2250,40147,OK,Washington County,8279.0,8485.0,9554.0
2251,40149,OK,Washita County,841.0,1148.0,1662.0
2252,40151,OK,Woods County,1403.0,1423.0,1801.0
2253,40153,OK,Woodward County,1571.0,1826.0,2742.0
2254,41000,OR,Oregon,382171.0,564566.0,902927.0
2255,41001,OR,Baker County,1385.0,1919.0,2677.0
2256,41003,OR,Benton County,16598.0,21684.0,28729.0
2257,41005,OR,Clackamas County,43093.0,63331.0,99049.0
2258,41007,OR,Clatsop County,3692.0,4604.0,6699.0
2259,41009,OR,Columbia County,2636.0,4024.0,6632.0
2260,41011,OR,Coos County,5045.0,6712.0,8693.0
2261,41013,OR,Crook County,927.0,1596.0,2898.0
2262,41015,OR,Curry County,1839.0,2659.0,4186.0
2263,41017,OR,Deschutes County,9456.0,19470.0,42453.0
2264,41019,OR,Douglas County,7261.0,9145.0,13399.0
2265,41021,OR,Gilliam County,221.0,183.0,264.0
2266,41023,OR,Grant County,655.0,852.0,1133.0
2267,41025,OR,Harney County,654.0,608.0,995.0
2268,41027,OR,Hood River County,1980.0,2991.0,4662.0
2269,41029,OR,Jackson County,17195.0,26992.0,40372.0
2270,41031,OR,Jefferson County,1006.0,1644.0,2612.0
2271,41033,OR,Josephine County,5224.0,7528.0,10938.0
2272,41035,OR,Klamath County,4583.0,6653.0,8725.0
2273,41037,OR,Lake County,686.0,805.0,860.0
2274,41039,OR,Lane County,40135.0,53723.0,73114.0
2275,41041,OR,Lincoln County,4583.0,6647.0,8722.0
2276,41043,OR,Linn County,6452.0,9039.0,15536.0
2277,41045,OR,Malheur County,2095.0,2171.0,2601.0
2278,41047,OR,Marion County,25708.0,35169.0,48762.0
2279,41049,OR,Morrow County,560.0,729.0,694.0
2280,41051,OR,Multnomah County,92601.0,136828.0,248722.0
2281,41053,OR,Polk County,6557.0,9974.0,15602.0
2282,41055,OR,Sherman County,248.0,250.0,230.0
2283,41057,OR,Tillamook County,2005.0,3011.0,3978.0
2284,41059,OR,Umatilla County,4981.0,7110.0,7949.0
2285,41061,OR,Union County,2477.0,3392.0,4122.0
2286,41063,OR,Wallowa County,739.0,1036.0,1388.0
2287,41065,OR,Wasco County,2105.0,2517.0,3531.0
2288,41067,OR,Washington County,59753.0,98549.0,164526.0
2289,41069,OR,Wheeler County,109.0,164.0,175.0
2290,41071,OR,Yamhill County,6927.0,10857.0,17299.0
2291,42000,PA,Pennsylvania,1412746.0,1847631.0,2673219.0
2292,42001,PA,Adams County,6562.0,10025.0,15677.0
2293,42003,PA,Allegheny County,209645.0,252583.0,352942.0
2294,42005,PA,Armstrong County,4007.0,5290.0,7445.0
2295,42007,PA,Beaver County,15140.0,20051.0,29306.0
2296,42009,PA,Bedford County,2461.0,3542.0,4896.0
2297,42011,PA,Berks County,34000.0,46011.0,66951.0
2298,42013,PA,Blair County,9098.0,12268.0,17955.0
2299,42015,PA,Bradford County,5050.0,6292.0,7820.0
2300,42017,PA,Bucks County,87637.0,125588.0,174750.0
2301,42019,PA,Butler County,15231.0,27263.0,45326.0
2302,42021,PA,Cambria County,11932.0,14634.0,20301.0
2303,42023,PA,Cameron County,385.0,502.0,572.0
2304,42025,PA,Carbon County,3284.0,4569.0,7529.0
2305,42027,PA,Centre County,21440.0,27131.0,41976.0
2306,42029,PA,Chester County,85121.0,121352.0,177264.0
2307,42031,PA,Clarion County,2933.0,4025.0,5736.0
2308,42033,PA,Clearfield County,4424.0,6470.0,8351.0
2309,42035,PA,Clinton County,2738.0,3307.0,4535.0
2310,42037,PA,Columbia County,4942.0,6568.0,9518.0
2311,42039,PA,Crawford County,6435.0,8773.0,12287.0
2312,42041,PA,Cumberland County,29176.0,40264.0,59448.0
2313,42043,PA,Dauphin County,29791.0,40380.0,56328.0
2314,42045,PA,Delaware County,89715.0,109670.0,143261.0
2315,42047,PA,Elk County,2191.0,3001.0,4177.0
2316,42049,PA,Erie County,27790.0,37590.0,51632.0
2317,42051,PA,Fayette County,9074.0,11828.0,14962.0
2318,42053,PA,Forest County,263.0,315.0,427.0
2319,42055,PA,Franklin County,9880.0,12995.0,21889.0
2320,42057,PA,Fulton County,650.0,901.0,1408.0
2321,42059,PA,Greene County,2886.0,3396.0,4772.0
2322,42061,PA,Huntingdon County,2700.0,3697.0,4968.0
2323,42063,PA,Indiana County,7712.0,9506.0,12724.0
2324,42065,PA,Jefferson County,2719.0,3694.0,4969.0
2325,42067,PA,Juniata County,973.0,1337.0,2395.0
2326,42069,PA,Lackawanna County,22048.0,29028.0,40276.0
2327,42071,PA,Lancaster County,44369.0,62039.0,94702.0
2328,42073,PA,Lawrence County,7668.0,9778.0,13070.0
2329,42075,PA,Lebanon County,8852.0,12622.0,19182.0
2330,42077,PA,Lehigh County,38895.0,49612.0,71372.0
2331,42079,PA,Luzerne County,29575.0,37036.0,51695.0
2332,42081,PA,Lycoming County,9536.0,12123.0,17740.0
2333,42083,PA,McKean County,3799.0,4425.0,5175.0
2334,42085,PA,Mercer County,10880.0,14093.0,17698.0
2335,42087,PA,Mifflin County,2642.0,3460.0,3966.0
2336,42089,PA,Monroe County,10925.0,18422.0,27411.0
2337,42091,PA,Montgomery County,149382.0,199787.0,276513.0
2338,42093,PA,Montour County,2240.0,2778.0,4099.0
2339,42095,PA,Northampton County,27179.0,38098.0,60261.0
2340,42097,PA,Northumberland County,5708.0,7426.0,10378.0
2341,42099,PA,Perry County,2337.0,3316.0,5370.0
2342,42101,PA,Philadelphia County,156027.0,172641.0,284836.0
2343,42103,PA,Pike County,2807.0,5986.0,10711.0
2344,42105,PA,Potter County,1065.0,1493.0,1837.0
2345,42107,PA,Schuylkill County,8562.0,11589.0,16849.0
2346,42109,PA,Snyder County,2397.0,3028.0,4706.0
2347,42111,PA,Somerset County,4640.0,6052.0,8840.0
2348,42113,PA,Sullivan County,353.0,596.0,811.0
2349,42115,PA,Susquehanna County,2927.0,3776.0,5374.0
2350,42117,PA,Tioga County,3256.0,3861.0,5909.0
2351,42119,PA,Union County,3847.0,4961.0,7283.0
2352,42121,PA,Venango County,4238.0,5139.0,6588.0
2353,42123,PA,Warren County,3233.0,4332.0,5556.0
2354,42125,PA,Washington County,19041.0,26726.0,43106.0
2355,42127,PA,Wayne County,3489.0,4852.0,7961.0
2356,42129,PA,Westmoreland County,39274.0,53240.0,73195.0
2357,42131,PA,Wyoming County,2298.0,2894.0,3704.0
2358,42133,PA,York County,31272.0,47604.0,72548.0
2359,44000,RI,Rhode Island,140160.0,177817.0,240396.0
2360,44001,RI,Bristol County,8959.0,11728.0,15922.0
2361,44003,RI,Kent County,22536.0,28898.0,38597.0
2362,44005,RI,Newport County,17199.0,22641.0,28023.0
2363,44007,RI,Providence County,71434.0,85858.0,119395.0
2364,44009,RI,Washington County,20032.0,28692.0,38459.0
2365,45000,SC,South Carolina,360833.0,530055.0,898081.0
2366,45001,SC,Abbeville County,1633.0,2177.0,2517.0
2367,45003,SC,Aiken County,13128.0,18536.0,29771.0
2368,45005,SC,Allendale County,654.0,663.0,629.0
2369,45007,SC,Anderson County,12279.0,17709.0,27554.0
2370,45009,SC,Bamberg County,1069.0,1571.0,1891.0
2371,45011,SC,Barnwell County,1442.0,1716.0,1681.0
2372,45013,SC,Beaufort County,13836.0,26083.0,50560.0
2373,45015,SC,Berkeley County,8464.0,12392.0,31404.0
2374,45017,SC,Calhoun County,956.0,1457.0,1959.0
2375,45019,SC,Charleston County,40108.0,61253.0,114335.0
2376,45021,SC,Cherokee County,2615.0,4044.0,5672.0
2377,45023,SC,Chester County,1821.0,2107.0,3197.0
2378,45025,SC,Chesterfield County,1857.0,2680.0,3565.0
2379,45027,SC,Clarendon County,1775.0,2356.0,3572.0
2380,45029,SC,Colleton County,2044.0,2853.0,4001.0
2381,45031,SC,Darlington County,4769.0,5889.0,8211.0
2382,45033,SC,Dillon County,1464.0,1727.0,2274.0
2383,45035,SC,Dorchester County,8588.0,13133.0,27628.0
2384,45037,SC,Edgefield County,1395.0,2032.0,3768.0
2385,45039,SC,Fairfield County,1304.0,1778.0,2895.0
2386,45041,SC,Florence County,10358.0,15115.0,20867.0
2387,45043,SC,Georgetown County,4446.0,7479.0,12143.0
2388,45045,SC,Greenville County,43542.0,65651.0,110250.0
2389,45047,SC,Greenwood County,6024.0,8020.0,10971.0
2390,45049,SC,Hampton County,938.0,1377.0,1625.0
2391,45051,SC,Horry County,15174.0,25564.0,52033.0
